,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
1184,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.86,inf
1185,Apple,Ultrabook,12.0,2304x1440,2304,1440,0,1,0,1,0,Intel Core M,1.1,8,0,0,256,Intel HD Graphics,Mac X,0.92,inf
1186,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.6,inf
1187,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,12,1000,128,0,Nvidia GeForce GTX,Windows 10,2.21,inf
1188,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,No OS,1.9,inf
1189,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,512,0,Nvidia GeForce GTX,Windows 10,4.3,inf
1190,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,2.0,4,1000,0,0,Intel HD Graphics,Linux,2.1,inf
1191,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.43,inf
1192,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,AMD Radeon,Windows 10,2.3,inf
1193,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.5,8,500,0,0,Nvidia GeForce MX,No OS,2.2,inf
1194,Dell,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,1.8,16,0,512,0,Intel UHD Graphics,Windows 10,2.0,inf
1195,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.2,inf
1196,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.2,inf
1197,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,AMD Radeon,Windows 10,2.36,inf
1198,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.91,inf
1199,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD E-Series,2.2,4,500,0,0,AMD Radeon,Windows 10,2.2,inf
1200,Acer,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,8,1000,0,0,Nvidia GeForce MX,Windows 10,3.3,inf
1201,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.2,inf
1202,Apple,Ultrabook,12.0,2304x1440,2304,1440,0,1,0,1,0,Intel Core M,1.2,8,0,0,512,Intel HD Graphics,Mac X,0.92,inf
1203,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
1204,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.43,inf
1205,Dell,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.191,inf
1206,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.9,inf
1207,Acer,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.5,2,0,32,0,Intel HD Graphics,Chrome OS,1.3,inf
1208,Acer,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Nvidia GeForce MX,Windows 10,3.3,inf
1209,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,No OS,2.8,inf
1210,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.6,inf
1211,Acer,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,1.3,8,0,256,0,Intel HD Graphics,Windows 10,1.2,inf
1212,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 10,2.3,inf
1213,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
1214,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,2.7,6,1000,0,0,AMD Radeon,Windows 10,2.1,inf
1215,Dell,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 7,1.26,inf
1216,Dell,2 in 1 Convertible,15.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,2.08,inf
1217,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,1000,0,0,Intel HD Graphics,Windows 10,2.65,inf
1218,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.29,inf
1219,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,Linux,2.18,inf
1220,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.6,inf
1221,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
1222,Lenovo,Netbook,12.5,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,16,0,512,0,Intel HD Graphics,Windows 10,1.3,inf
1223,Razer,Gaming,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,1000,0,Nvidia GeForce GTX,Windows 10,1.95,inf
1224,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i3,2.4,8,1000,0,0,Intel HD Graphics,Windows 10,2.3,inf
1225,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.7,inf
1226,Apple,Ultrabook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,1.6,4,0,0,256,Intel HD Graphics,Mac X,1.08,inf
1227,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Windows 10,2.1,inf
1228,HP,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 7,1.54,inf
1229,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 7,2.24,inf
1230,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.3,inf
1231,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.4,inf
1232,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.6,6,0,256,0,AMD Radeon,Windows 10,2.2,inf
1233,Asus,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.45,inf
1234,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Linux,2.4,inf
1235,Dell,2 in 1 Convertible,17.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Nvidia GeForce MX,Windows 10,2.77,inf
1236,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,0,256,0,Intel HD Graphics,Windows 7,1.54,inf
1237,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.5,inf
1238,Dell,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.6,inf
1239,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.34,inf
1240,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,No OS,2.3,inf
1241,Dell,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i5,1.2,8,0,256,0,Intel HD Graphics,Windows 10,1.24,inf
1242,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Linux,2.2,inf
1243,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.5,4,500,0,0,AMD Radeon,Windows 10,1.86,inf
1244,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.3,6,0,128,0,Nvidia GeForce MX,Windows 10,2.4,inf
1245,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.9,inf
1246,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.2,inf
1247,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.0,inf
1248,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.0,inf
1249,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.29,inf
1250,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.4,inf
1251,Lenovo,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.8,inf
1252,Asus,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core M,0.9,8,0,512,0,Intel HD Graphics,Windows 10,1.2,inf
1253,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,6,1000,0,0,Intel HD Graphics,Windows 10,2.3,inf
1254,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Linux,2.4,inf
1255,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,500,0,0,Intel HD Graphics,Windows 10,2.2,inf
1256,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.6,inf
1257,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,AMD Radeon,Linux,2.3,inf
1258,HP,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,32,Intel HD Graphics,Windows 10,1.17,inf
1259,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.5,4,500,0,0,Nvidia GeForce M,Windows 10,2.2,inf
1260,Lenovo,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.8,inf
1261,Lenovo,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,1,1,Intel Core i7,2.5,16,0,512,0,Intel HD Graphics,Windows 10,1.3,inf
1262,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,64,Intel HD Graphics,Windows 10,1.5,inf
1263,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.5,6,1000,0,0,AMD Radeon,Windows 10,2.19,inf
